word,mat_1,mat_2,mat_3,mat_4,mat_5,mat_6,mat_7,mat_8,mat_9,mat_10,mat_11,mat_12,mat_13,mat_14,mat_15,mat_16,mat_17,mat_18,mat_19,mat_20,mat_21,mat_22,mat_23,mat_24,mat_25,mat_26,mat_27,mat_28,mat_29,mat_30,mat_31,mat_32,mat_33,mat_34,mat_35,mat_36
agammaglobulinemia,0.1,0.5,0.5,0.5,0.1,0.5,0.875,1,0.875,1,0.1,0.5,0.5,0.5,0.9,0.5,0.818181818181818,0,0.625,1,0.636363636363636,0,0.9,0.5,0.727272727272727,0,0.75,1,0.272727272727273,0,0.875,1,0.727272727272727,0,0.1,0.5
agammaglobulinemic,0.1,0.5,0.5,0.5,0.1,0.5,0.875,1,0.875,1,0.1,0.5,0.5,0.5,0.9,0.5,0.818181818181818,0,0.625,1,0.636363636363636,0,0.9,0.5,0.727272727272727,0,0.75,1,0.272727272727273,0,0.875,1,0.727272727272727,0,0.375,1
alkylarylsulfonate,0.1,0.5,0.9,0.5,0.8,0.5,0.545454545454545,0,0.9,0.5,0.1,0.5,0.363636363636364,0,0.545454545454545,0,0.9,0.5,0.2,0.5,0.636363636363636,0,0.9,0.5,0.4,0.5,0.818181818181818,0,0.75,1,0.1,0.5,0.454545454545455,0,0.272727272727273,0
allothigenetically,0.1,0.5,0.9,0.5,0.9,0.5,0.818181818181818,0,0.454545454545455,0,0.6,0.5,0.727272727272727,0,0.5,0.5,0.272727272727273,0,0.75,1,0.272727272727273,0,0.454545454545455,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
aminoanthraquinone,0.1,0.5,0.875,1,0.727272727272727,0,0.75,1,0.818181818181818,0,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.363636363636364,0,0.1,0.5,0.0909090909090909,0,0.636363636363636,0,0.727272727272727,0,0.75,1,0.818181818181818,0,0.75,1,0.272727272727273,0
aminopolypeptidase,0.1,0.5,0.875,1,0.727272727272727,0,0.75,1,0.818181818181818,0,0.909090909090909,0,0.818181818181818,0,0.9,0.5,0.545454545454545,0,0.909090909090909,0,0.272727272727273,0,0.909090909090909,0,0.454545454545455,0,0.727272727272727,0,0.3,0.5,0.1,0.5,0.2,0.5,0.272727272727273,0
anarchosyndicalism,0.1,0.5,0.75,1,0.1,0.5,0.363636363636364,0,0.375,1,0.6,0.5,0.818181818181818,0,0.2,0.5,0.545454545454545,0,0.75,1,0.3,0.5,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.875,1
anarchosyndicalist,0.1,0.5,0.75,1,0.1,0.5,0.363636363636364,0,0.375,1,0.6,0.5,0.818181818181818,0,0.2,0.5,0.545454545454545,0,0.75,1,0.3,0.5,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0
ancistrocladaceous,0.1,0.5,0.75,1,0.375,1,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.363636363636364,0,0.818181818181818,0,0.375,1,0.9,0.5,0.1,0.5,0.3,0.5,0.1,0.5,0.375,1,0.272727272727273,0,0.818181818181818,0,0.636363636363636,0,0.2,0.5
anencephalotrophia,0.1,0.5,0.75,1,0.272727272727273,0,0.75,1,0.375,1,0.272727272727273,0,0.909090909090909,0,0.6,0.5,0.1,0.5,0.9,0.5,0.818181818181818,0,0.454545454545455,0,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.6,0.5,0.727272727272727,0,0.1,0.5
angiocardiographic,0.1,0.5,0.75,1,0.5,0.5,0.727272727272727,0,0.818181818181818,0,0.375,1,0.1,0.5,0.363636363636364,0,0.3,0.5,0.727272727272727,0,0.818181818181818,0,0.5,0.5,0.363636363636364,0,0.1,0.5,0.909090909090909,0,0.6,0.5,0.727272727272727,0,0.375,1
angiocholecystitis,0.1,0.5,0.75,1,0.5,0.5,0.727272727272727,0,0.818181818181818,0,0.375,1,0.6,0.5,0.818181818181818,0,0.9,0.5,0.272727272727273,0,0.375,1,0.545454545454545,0,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.454545454545455,0,0.727272727272727,0,0.2,0.5
angioelephantiasis,0.1,0.5,0.75,1,0.5,0.5,0.727272727272727,0,0.818181818181818,0,0.272727272727273,0,0.9,0.5,0.272727272727273,0,0.909090909090909,0,0.6,0.5,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.1,0.5,0.2,0.5,0.727272727272727,0,0.2,0.5
anorthographically,0.1,0.5,0.75,1,0.818181818181818,0,0.363636363636364,0,0.454545454545455,0,0.6,0.5,0.818181818181818,0,0.5,0.5,0.363636363636364,0,0.1,0.5,0.909090909090909,0,0.6,0.5,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
anthrahydroquinone,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.363636363636364,0,0.1,0.5,0.6,0.5,0.545454545454545,0,0.3,0.5,0.363636363636364,0,0.818181818181818,0,0.0909090909090909,0,0.636363636363636,0,0.727272727272727,0,0.75,1,0.818181818181818,0,0.75,1,0.272727272727273,0
anthropocentricity,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.818181818181818,0,0.375,1,0.272727272727273,0,0.75,1,0.454545454545455,0,0.363636363636364,0,0.727272727272727,0,0.375,1,0.727272727272727,0,0.454545454545455,0,0.545454545454545,0
anthropogeographer,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.818181818181818,0,0.5,0.5,0.272727272727273,0,0.818181818181818,0,0.5,0.5,0.363636363636364,0,0.1,0.5,0.909090909090909,0,0.6,0.5,0.272727272727273,0,0.363636363636364,0
anthropogeographic,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.818181818181818,0,0.5,0.5,0.272727272727273,0,0.818181818181818,0,0.5,0.5,0.363636363636364,0,0.1,0.5,0.909090909090909,0,0.6,0.5,0.727272727272727,0,0.375,1
anthropometrically,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.818181818181818,0,0.875,1,0.272727272727273,0,0.454545454545455,0,0.363636363636364,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
anthropomorphising,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.818181818181818,0,0.875,1,0.818181818181818,0,0.363636363636364,0,0.909090909090909,0,0.6,0.5,0.727272727272727,0,0.2,0.5,0.727272727272727,0,0.75,1,0.5,0.5
anthropomorphitism,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.818181818181818,0,0.875,1,0.818181818181818,0,0.363636363636364,0,0.909090909090909,0,0.6,0.5,0.727272727272727,0,0.454545454545455,0,0.727272727272727,0,0.2,0.5,0.875,1
anthropomorphizing,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.818181818181818,0,0.875,1,0.818181818181818,0,0.363636363636364,0,0.909090909090909,0,0.6,0.5,0.727272727272727,0,0.125,1,0.727272727272727,0,0.75,1,0.5,0.5
anthropomorphology,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.818181818181818,0,0.875,1,0.818181818181818,0,0.363636363636364,0,0.909090909090909,0,0.6,0.5,0.818181818181818,0,0.9,0.5,0.818181818181818,0,0.5,0.5,0.545454545454545,0
anthropomorphously,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.818181818181818,0,0.875,1,0.818181818181818,0,0.363636363636364,0,0.909090909090909,0,0.6,0.5,0.818181818181818,0,0.636363636363636,0,0.2,0.5,0.9,0.5,0.545454545454545,0
anthropopathically,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.818181818181818,0,0.909090909090909,0,0.1,0.5,0.454545454545455,0,0.6,0.5,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
anthroposomatology,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.818181818181818,0,0.2,0.5,0.818181818181818,0,0.875,1,0.1,0.5,0.454545454545455,0,0.818181818181818,0,0.9,0.5,0.818181818181818,0,0.5,0.5,0.545454545454545,0
anthropoteleoclogy,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.818181818181818,0,0.454545454545455,0,0.272727272727273,0,0.9,0.5,0.272727272727273,0,0.818181818181818,0,0.375,1,0.9,0.5,0.818181818181818,0,0.5,0.5,0.545454545454545,0
antiadministration,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.1,0.5,0.3,0.5,0.875,1,0.727272727272727,0,0.75,1,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.363636363636364,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
antiaggressiveness,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.1,0.5,0.5,0.5,0.5,0.5,0.363636363636364,0,0.272727272727273,0,0.2,0.5,0.2,0.5,0.727272727272727,0,0.5,1,0.272727272727273,0,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
antianaphylactogen,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.1,0.5,0.75,1,0.1,0.5,0.909090909090909,0,0.6,0.5,0.545454545454545,0,0.9,0.5,0.1,0.5,0.375,1,0.454545454545455,0,0.818181818181818,0,0.5,0.5,0.272727272727273,0,0.75,1
antiaristocratical,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.1,0.5,0.363636363636364,0,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.818181818181818,0,0.375,1,0.363636363636364,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5
anticensoriousness,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.375,1,0.272727272727273,0,0.75,1,0.2,0.5,0.818181818181818,0,0.363636363636364,0,0.727272727272727,0,0.818181818181818,0,0.636363636363636,0,0.2,0.5,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
anticentralization,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.375,1,0.272727272727273,0,0.75,1,0.454545454545455,0,0.363636363636364,0,0.1,0.5,0.9,0.5,0.727272727272727,0,0.125,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
anticholinesterase,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.375,1,0.6,0.5,0.818181818181818,0,0.9,0.5,0.727272727272727,0,0.75,1,0.272727272727273,0,0.2,0.5,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0,0.1,0.5,0.2,0.5,0.272727272727273,0
anticommercialness,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.375,1,0.818181818181818,0,0.875,1,0.875,1,0.272727272727273,0,0.363636363636364,0,0.375,1,0.727272727272727,0,0.1,0.5,0.9,0.5,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
anticonservatively,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.375,1,0.818181818181818,0,0.75,1,0.2,0.5,0.272727272727273,0,0.363636363636364,0,0.5,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.5,1,0.272727272727273,0,0.9,0.5,0.545454545454545,0
anticonstitutional,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.375,1,0.818181818181818,0,0.75,1,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.454545454545455,0,0.636363636363636,0,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.1,0.5,0.9,0.5
anticontagiousness,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.375,1,0.818181818181818,0,0.75,1,0.454545454545455,0,0.1,0.5,0.5,0.5,0.727272727272727,0,0.818181818181818,0,0.636363636363636,0,0.2,0.5,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
anticonventionally,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.375,1,0.818181818181818,0,0.75,1,0.5,1,0.272727272727273,0,0.75,1,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
antidemocratically,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.3,0.5,0.272727272727273,0,0.875,1,0.818181818181818,0,0.375,1,0.363636363636364,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
antidisciplinarian,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.3,0.5,0.727272727272727,0,0.2,0.5,0.375,1,0.727272727272727,0,0.909090909090909,0,0.9,0.5,0.727272727272727,0,0.75,1,0.1,0.5,0.363636363636364,0,0.727272727272727,0,0.1,0.5,0.75,1
antiecclesiastical,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.272727272727273,0,0.375,1,0.375,1,0.9,0.5,0.272727272727273,0,0.2,0.5,0.727272727272727,0,0.1,0.5,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5
antieducationalist,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.272727272727273,0,0.3,0.5,0.636363636363636,0,0.375,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0
antievolutionistic,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.272727272727273,0,0.5,1,0.818181818181818,0,0.9,0.5,0.636363636363636,0,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1
antiexpressiveness,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.272727272727273,0,0.25,1,0.909090909090909,0,0.363636363636364,0,0.272727272727273,0,0.2,0.5,0.2,0.5,0.727272727272727,0,0.5,1,0.272727272727273,0,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
antiferromagnetism,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.4,0.5,0.272727272727273,0,0.363636363636364,0,0.363636363636364,0,0.818181818181818,0,0.875,1,0.1,0.5,0.5,0.5,0.75,1,0.272727272727273,0,0.454545454545455,0,0.727272727272727,0,0.2,0.5,0.875,1
antifundamentalism,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.4,0.5,0.636363636363636,0,0.75,1,0.3,0.5,0.1,0.5,0.875,1,0.272727272727273,0,0.75,1,0.454545454545455,0,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.875,1
antifundamentalist,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.4,0.5,0.636363636363636,0,0.75,1,0.3,0.5,0.1,0.5,0.875,1,0.272727272727273,0,0.75,1,0.454545454545455,0,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0
antigovernmentally,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.5,0.5,0.818181818181818,0,0.5,1,0.272727272727273,0,0.363636363636364,0,0.75,1,0.875,1,0.272727272727273,0,0.75,1,0.454545454545455,0,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
antihierarchically,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.6,0.5,0.727272727272727,0,0.272727272727273,0,0.363636363636364,0,0.1,0.5,0.363636363636364,0,0.375,1,0.6,0.5,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
antiinflammatories,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.727272727272727,0,0.75,1,0.4,0.5,0.9,0.5,0.1,0.5,0.875,1,0.875,1,0.1,0.5,0.454545454545455,0,0.818181818181818,0,0.363636363636364,0,0.727272727272727,0,0.272727272727273,0,0.2,0.5
antimatrimonialist,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.875,1,0.1,0.5,0.454545454545455,0,0.363636363636364,0,0.727272727272727,0,0.875,1,0.818181818181818,0,0.75,1,0.727272727272727,0,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0
antimethodicalness,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.875,1,0.272727272727273,0,0.454545454545455,0,0.6,0.5,0.818181818181818,0,0.3,0.5,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
antiministerialist,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.875,1,0.727272727272727,0,0.75,1,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0,0.727272727272727,0,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0
antimonopolization,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.875,1,0.818181818181818,0,0.75,1,0.818181818181818,0,0.909090909090909,0,0.818181818181818,0,0.9,0.5,0.727272727272727,0,0.125,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
antioptimistically,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.909090909090909,0,0.454545454545455,0,0.727272727272727,0,0.875,1,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
antipatheticalness,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.909090909090909,0,0.1,0.5,0.454545454545455,0,0.6,0.5,0.272727272727273,0,0.454545454545455,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
antiperistatically,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.909090909090909,0,0.272727272727273,0,0.363636363636364,0,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
antipopularization,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.909090909090909,0,0.818181818181818,0,0.909090909090909,0,0.636363636363636,0,0.9,0.5,0.1,0.5,0.363636363636364,0,0.727272727272727,0,0.125,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
antipredeterminant,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.909090909090909,0,0.363636363636364,0,0.272727272727273,0,0.3,0.5,0.272727272727273,0,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0,0.875,1,0.727272727272727,0,0.75,1,0.1,0.5,0.75,1,0.454545454545455,0
antiproductiveness,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.909090909090909,0,0.363636363636364,0,0.818181818181818,0,0.3,0.5,0.636363636363636,0,0.375,1,0.454545454545455,0,0.727272727272727,0,0.5,1,0.272727272727273,0,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
antiprohibitionist,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.909090909090909,0,0.363636363636364,0,0.818181818181818,0,0.6,0.5,0.727272727272727,0,0.625,1,0.727272727272727,0,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.727272727272727,0,0.2,0.5,0.454545454545455,0
antireservationist,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.363636363636364,0,0.272727272727273,0,0.2,0.5,0.272727272727273,0,0.363636363636364,0,0.5,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.727272727272727,0,0.2,0.5,0.454545454545455,0
antischolastically,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.2,0.5,0.375,1,0.6,0.5,0.818181818181818,0,0.9,0.5,0.1,0.5,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
antiscientifically,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.2,0.5,0.375,1,0.727272727272727,0,0.272727272727273,0,0.75,1,0.454545454545455,0,0.727272727272727,0,0.4,0.5,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
antisophistication,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.2,0.5,0.818181818181818,0,0.909090909090909,0,0.6,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
antispiritualistic,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.2,0.5,0.909090909090909,0,0.727272727272727,0,0.363636363636364,0,0.727272727272727,0,0.454545454545455,0,0.636363636363636,0,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1
antistaphylococcic,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.1,0.5,0.909090909090909,0,0.6,0.5,0.545454545454545,0,0.9,0.5,0.818181818181818,0,0.375,1,0.818181818181818,0,0.375,1,0.375,1,0.727272727272727,0,0.375,1
antitraditionalist,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.454545454545455,0,0.363636363636364,0,0.1,0.5,0.3,0.5,0.727272727272727,0,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0
antiutilitarianism,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.636363636363636,0,0.454545454545455,0,0.727272727272727,0,0.9,0.5,0.727272727272727,0,0.454545454545455,0,0.1,0.5,0.363636363636364,0,0.727272727272727,0,0.1,0.5,0.75,1,0.727272727272727,0,0.2,0.5,0.875,1
antivaccinationist,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.5,1,0.1,0.5,0.375,1,0.375,1,0.727272727272727,0,0.75,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.727272727272727,0,0.2,0.5,0.454545454545455,0
antivivisectionist,0.1,0.5,0.75,1,0.454545454545455,0,0.727272727272727,0,0.5,1,0.727272727272727,0,0.5,1,0.727272727272727,0,0.2,0.5,0.272727272727273,0,0.375,1,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.727272727272727,0,0.2,0.5,0.454545454545455,0
aphrodisiomaniacal,0.1,0.5,0.909090909090909,0,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.3,0.5,0.727272727272727,0,0.2,0.5,0.727272727272727,0,0.818181818181818,0,0.875,1,0.1,0.5,0.75,1,0.727272727272727,0,0.1,0.5,0.375,1,0.1,0.5,0.9,0.5
